0,"""IKR~~!!!! i know about them and other close friendship group since long time ago~ but some fans like BJs & SONES never believe in me until now..!!\n\nsince i'm a SONE, some of BJ even said ""don't act like you are an Angel like your ""Angel"" please"" \xa0TTTT\ni'm CASSONEXOTIC & WONDERFUL, but I LOOOOVE 2NE1 (esp DARA & CL)..PLEASE SONES & BLACKJACKS, IGNORE FAKE SONE & FAKE BLACKJACK WHO ALWAYS MAKE A FIRE FANWAR~!!!!!!!!!!"""
0,"""@Rourke needs to give me a fucking like\xa0\xa0@Preparation_A Does wayne brady need to slap a bitch?"""
0,"""What the hell are you talking about?"""
1,"""Uh Guest, using ""uh"" doesn't make you sound intelligent or superior. it makes you sound like the moron you always prove yourself to be. In your case you should spell it ""duh."""""
0,"""@XxTheBossxX227 which one there's 2?\\n\\n """
0,"""Let's get nasty! Damnit Doc thats what you need to say."""
0,"""I am sorry Mr Ramsey, your race card has been declined - you are over your limit."""
1,"""Well done, chubbs - I wish I was as fat as you """
0,"""She isn't THAT annoying....give her a break, that's a low blow.\\xc2\\xa0"""
0,"""Every fu-cking bump is a foul when you guard LeBron."""
0,"""how about trying this .......have your kids come home before 1am say about 10pm he is 16 take responsability for your kids"""
1,"""you are wrong beside stupid asshole . i was production supervisor in a printing company indetroit making 64 900 usd . and spent  all my life in printing .now i am 67 years old and still working part time in printig company in detroit  and. never worked in liquor store."""
1,"""What a selfish slutbag. That fucking fat ass chubby cheeked bitch probably got mad because her precious baby boy was hungry. How DARE he eat food! Not only do children require food to grow and become helathy adults, but this bitch probably fed them HoHo\\'s and Twinkies. I can just hear her now ""Get off my food you little shit! That\\'s MY MotherFucking Twinkie! Momma\\'s got the munchies!"" Then, WHACK with a fucking hammer. What a cunt."""
1,"""Your mother should have had an abortion and thus none of us would be subjected to your stupidity tonight."""
0,"""Manu was cleared by doctors for minor basketball work with his hand."""
0,"""I bet you bitch like hell about you taxes too. Keeping people in jail is not cheap"""
0,"""robert moroni you fuckin dimwit, do you know what a parody is? It's a fuckin parody of fox news and it sounds accurate to me!"""
1,"""to dummy scummy adam caith\n\nstop twisting history, you despicable fool. you are soon choking with your own lies."""
0,"""\xa0Now you're making me hungry..."""
1,"""y dntchu go suck dick sme whrr else hoe"""
0,"""r_\n\nJust can't stand the truth can you?\n\nEither that or you are truly enjoying your blissful ignorance!"""
0,"""You would look beautiful\n"""
0,"""OMFG I HAVE SEEN IT ON TV!! THOSE POSSITIONS OMG OMFG I WILL DO ANYTHING TO BE TRAINED PERSONALLY BY MY ULTIMATE BIAS OH DEAR FUCKING INDEED FUCKING GOD!!!!!!"""
0,"""Shultzmaker71% of you are making a mistake...don't be a follower! Just sayen!! Boston loses by DD tonight....more\nUser ID:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends \nShultzmakerHeat 91 to 79...more\nUser ID:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends \nsefersonoh ok mr 3 dimes...  didn't know any books accepted a 30 cent bet....  i guess with monopoly money it doesn't matter...more\n2 fans like this.\nUser ID:http://sportsnation.espn.go.com/fans/seferson\n 3 Hours Ago\xb7 Like\xb7 Reply"""
0,"""Question: Are you a boy or a girl?"""
0,"""shearnut, that you may be correct, I do not like people who want to destroy America. :)"""
0,"""If your ""poor"" how do you become overweight"""
0,"""@Esther Sussman - the coffee candle you always wanted. Apparently the heat from the candle gives off a coffee smell."""
0,"""^TRUTH \\xc2\\xa0niggas still going platinum so I dont want to hear bootlegging killed your album. You album didnt sell cause its wack."""
0,"""Cat can only catch your tongue, when you are advocating what is unwholesome."""
0,"""Los Angeles Kings 3\nNew Jersey Devils \xa00\n\n3 goals on the 5 minute powerplay. \xa0The dumb shit that took the charge may have just caused the Devils the cup."""
0,"""Looks like You Sarah!"""
1,"""And nobody partially gives a fuck about you or your gaRbage state"""
1,"""Learn reading comprehension. Sure Urlacher is above average, maybe even great, as I said he's the Dick Butkus of your time. In response to the ""it takes a team"" comment, I just add that it is further proof that the Bears suck. As for Chicago and politics, do you really need to be told about the ""Chicago way""?  It influences everything, even your crappy organization called the Chicago bears. """
0,"""You don't want a president you want a God! Presidents can't walk on water they can only work with their legislation and it so happens that they're Rightwing fanatics!"""
0,"""shooting and action motherfuckers\n"""
0,"""If you are talking of the entitlement of Social Security because of its insolvency the moneys stolen by President Johnson should be paid back first. The problem isn't entitlements those dollars get recirculated back into the economy. The problem is all the bogus creation of agency's and contracts under some pretext so all these unnecessary agency's can rape Americas Tax coffers. Its CONTRACTS, CONTRACTS & CONTRACTS that are Americas problem. & then there is the FEDERAL RESERVE SCAM. """
0,"""I think I may have something in my eye..."""
1,"""When your species finally evolves, then we can talk, until then you are nothing more than a common pet."""
0,"""Okay...here comes the question that could really blow this thing up:\\xc2\\xa0 Given that WH never manifested anything that suggested that she had a drug problem before she met Bobby Brown, and she did manifest thereafter, to what degree could BB find himself culpable,\\xc2\\xa0in criminal or civil court,\\xc2\\xa0in the death of WH if the toxicology tests determine that drugs contributed ton her death?"""
1,"""Your still a loser, man we must have really gotten under your skin lol"""
0,"""Joe Rogan is one naive mother fucker"""
0,"""Besides, he can rescind all of Obama's directives on his first day on the job."""
0,"""The laughs you two heard were triggered by memories of his own high-flying exits off moving beasts"""
0,"""You take the money, represent the child molester and hold your nose.\xa0 You don't try to look like you're enjoying it."""
0,"""fuck harry potter"""
0,"""@FamousOriginalLucas poor ian"""
1,"""you sound like rain man."""
0,"""The KKK...The Klu Klux Klan...the military wing of The Democratic Party?\nLOL!"""
0,"""Android is everything Steve Jobs envisioned iOS to be. That's why he hated it so much lmfao. That was Apples most pathetic update yet, that shit should 5.2 not OS6."""
0,"""@Rourke needs to give me a fucking like\xa0\xa0@LambeauOrWrigley\xa0\xa0@aciddragon\xa0\n\xa0\nReesy's thermos dented? \xa0Reminds me of a killer line from ""Horrible Bosses"".... Jennifer Anniston's horny dentist character reports watching some beefcake guy on TV and ""... fingering herself so hard, [she] broke a nail."""""
0,"""If your husband is out of work, why don't you have him get back to those 500 candidates about the status of their applications?"""
0,"""wtfff is this shit??? he shot the fuck out for this shit.. Diz won and i only seen this clip of the battle. smh..."""
0,"""\xa0You call me what ever you want. We both know you refuse to answer tough questions or get into a intelligent debate. Everyone that reads your comments know you are not smart enough to debate."""
0,"""you konw what? just know bullshit"""
0,"""Obama has spent more in 3 years than Bush did in 8. Budget chief Jeffrey Zients is full of BS.If I wanted to watch a horse's ass drop a load of dung, I'd go out to the farm."""
0,"""Megapixel =/= Picture Quality! \nLCD>LED in terms of power comsumption on smartphones.\nColors fidelity LCD>LED you argue about blacks and you forget all the other colors."""
1,"""The easy part about Walker pissing me off is he arbitrily takes away a bargained for right. Then sits back while people like you, who know nothing about unions, do his dirty work for him. Why  enjoy being a pawn?"""
0,"""Yes you are correct, and in not too disimilar packaging too."""
0,"""I can not believe Americans are so stupid, fat and lazy. You sit around in your lay-z-boys watching football and listenening to your ipods that you don't even care that the Country your grandparents and great parents DIED to protect is eroding away because of evil liberals. I never would have even called a Representative in this case. A 'school health inspector' would have had their ass handed to them and then the school principle, too. For even HAVING such a useless position in the first place. Who has time to inspect kids' lunches and who has $$ to pay a person to do that at ANY school??? It's time for you idiots to vote out these libs and elect hardcore Conservatives across the board. Who cares who is President if you don't have a Conservative House and Senate?? """
0,"""Bath Salts. Gosh.\n\nBut seriously, bath salts come in 500 mg packets. Most of the idiots taking that shit don't realize you are only supposed to take 10 mg at a time- most of them take it all at once. This leads to some seriously, seriously fucked up people doing some seriously fucked up shit. And they aren't even close to being banned in most states yet. Do yourself a favor and stay the fuck far away from that shit."""
0,"""Time to jump off the bridge and end this embarrassment...Thanks."""
0,"""They are only covering it because CBS has been for over six months. \xa0They can't look as if they ignored the story. \xa0CNN's ratings are already bad enough."""
1,"""And so, Dummy Bob, is there a reasoned foundation for you post, that is , other than <b>nonsense</b>"""
0,"""please go study up on Bain hav e you ever heard of staples, Dominos pizza, Sporty authority.\nThe fact that you have no idea what you post does not stop you. I sure hope you are too ypung to vote because you dont have any idea"""
1,"""ok i'm going there and i'm going to be ignorant like you and the other dum asses that reply a stupid racial rematk about afraican american.blacks/negros....at least black people kill other people white people eat them"""
1,"""Jimmy...produce ANYTHING of ANY value that ANYONE wants or needs and you'll find SOMEONE willing to trade with you for SOMETHING you want or need.\xa0  It's very simple.\n\nTip of the day: whining is worthless."""
1,"""Some of the comments I read here are so-so lame.  White people just want the world to be so fair now.  But over the course of their hundreds and hundreds of years of opression, death and fear it was ok.  American White people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind (a truly sick mind state; your kids). They created tricks and illegal laws and rules to get ahead in America for hundreds of years; they raped and killed destorying families and now because a person makes a choice to go to all black school where a teacher ca see a black student for themselves, or gets a interview when a white doesn't its reverse racism. WHITE PEOPLE until you lived another's history stop crying and get off your high horse!"""
0,"""Trust me - she is a bitch - and awesome - and cool - and opinionated - and strong - and not afraid of being judged -and beautiful.  She's FOR REAL. What you see is what you get.  Not some cardboard, superficial bullshit, hope you like this type of blog entertainment.  Who puts 'My blog will melt your face off' but still gets laughs and votes?  \r\nIt's entertainment and what you expect from ""typical design blogging"" (aka: edu-tainment).  \r\n\r\nI think it's good.  I love it.  (And I don't know shit about design)"""
0,"""Mitt: I created 100,000 jobs.\n\nMitt: I created thousands of jobs.\n\nMitt: I created a net-plus in jobs."""
0,"""Come back to reality, Barry wasn't mentioned in the article. You're seeing ghosts that aren't there."""
0,"""only little dick niggas appreciate virgins"""
0,"""Where are you going with this?"""
0,"""He must be you'r little buddy or you would look at the facts"""
1,"""ridiculous article IGN. this is just so stupid it hurts.."""
0,"""HAHAAHA THEY ARE  TRYING TO BANN  CATS CAUSE EVERYONE IS GETTING HIGH WHEN THEY SPRAY"""
0,"""Irony is not in most conservative's vocabulary."""
1,"""You are a fucking idiot."""
1,"""Shitbagger, go fuck your mother up the ass without lube."""
0,"""..............RON PAUL....is SCARY WRONG......"""
0,"""Not unless you are a Mormon in good standing."""
0,"""Then do it when the law says to."""
0,"""They want big business to be successful only until they have to pay for that success."""
0,"""@DiBrubaker @lkissler always love my MT peeps and anyone else who crosses my path virtual/Real, but tech never trumps us meeting in person!"""
1,"""Stop crying  C's fans your time is up."""
1,"""Well said. That you're all mouth and no facts has no bearing. Keep repeating it, though. Eventually you'll convince other idiots that you know something."""
1,"""What are you? Homeschooled?"""
0,"""If we were in someone else country I would understand why the Principal did this..... But this was done right here in America! \xa0 So Principal Greta you did not want to offend those foreigners who are NOT citizens of this great Nation because of Political Correctness and Cultural Sensitivity?!!\xa0 Will bright girl you just offend over 95% of the Americans and the American Culture!\xa0 What about our Culture Principal Greta?\xa0 Foreign culture takes precedence over American culture on our own soil now???"""
1,"""Looks like that little Cut-n-paste job has gotten a little dog-eared.\xa0 Maybe its time for a fresh look at the facts.\xa0 Oh shit, I forgot facts are fungible in your world...."""
0,"""To the Chelsea fan - Yes liverpool spent 100Mil, 50 Mil in which you gave us :) so we spent 50Mil on 4-5 players bargain ehy! but your team 100mil plus for pentioners LOL"""
0,"""teach your children:TO be a parasitical glommer-onner, a worthless vile wretched puke who does not create a thing, but who loves to lie, swindle, cheat, its way into possession of the works of others and then take over their lives and tell them what is best for them, even if they must slay innocents to do it- takes a special kind of criminally insane hysterical pig freakery that can only be summed up in one word: democrats.\\n"""
1,"""thats crazy if i eat pussy then so be it but FACT is i dont IN YOU gay ass DO... FUCK OUTTA HERE BITCH """
0,"""Oh...my....god!!! I'd totally forgotten about that.lol but holy shit that is so fucking funny.lol"""
0,"""Yes. Now we're talking. Lots of good ideas. But many I think would be rejected as ""tax increases"" by republicans. And lobbyists would fight them all and congress on both sides would fight them. \nDo you think \nRomney orobama would be be more open to your proposals?"""
1,"""Yes, his first term is...and it's on to his 2nd. Time to get the nails out of your brain so that you can think clearer..."""
0,"""Votto was in our farm before Krusty ever came here. So was Bruce and Cueto. Phillips was here too but not from our farm you idiot."""
0,"""I CAN TYPE HOW I WANNA I DONT GIVE A FUCK. I TRYNNA GET ATTENTION, I DONT GIVE A FUCK. THATS WHAT PEOPLE NEEDA KNOW BOUT ME, I DONT GIVE A FUCK LOL """
1,"""so are your sisters."""
0,"""<i>Dick Zinya steps up to microphone</i>\r\n\r\nTap Tap Tap...\r\n\r\nDICK ZINYA: &nbsp;BULLSHIT.\r\n\r\n<i>Dick Zinya walks away.</i>\r\n\r\nA-a-a-a-a-nd Scene!"""
0,"""thats a pathetic flop fuck you jvg"""
1,"""IM NOT THE MORON THAT TRIED COMPARING THE TWO TEAMS> ITS IMPOSSIBLE TO COMPARE> you asked I answered. I think the Celtics in the 80's are better than this Heat team. I can't prove it. nobody can. Grow the f u c  k up"""
0,"""Don't be a fucking asshole, don't strike up awkward conversations with strangers on the subway"""
0,"""kikwang isnt in the mv..or are you talking about something else?"""
0,"""DAMN, YOU GUYS WOKE UP BABY BRON BRON AND NOW HE' CHOKING"""
0,"""And the whole universe is being slowly sucked into a black hole in space. see how it all works now? we are all fucked no matter how or what we do in life. life is rigged to work against us all. we cant win no matter what we do. we are all hand string puppets being slowly tortured our whole lives till we are dead by some force out there we can not control."""
0,"""You must be very proud to say your team won 37 years ago. Go Devils"""
1,"""You don't intimidate me you two bit bully...go fudge yourself you low life low rent douchebag."""
0,"""Thank you very much for your work"""
1,"""You're both a couple of homos."""
1,"""Your pussy. Stop hitting woman and fight me bitch ass nigga"""
0,"""Sadly its not just NJ. The whole visa system is rotten from head to toe, and hopelessly broken. There just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system, and so it has become a place of widespread fraud, abuse, dehumanization and exploitation. Sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem. NJ just so happens to have stumbled across the tip of the iceberg."""
0,"""not to mention all the LAME BROTHER IN-LAWS she'll be getting"""
0,"""maybe u can just fuck off and leave traditions alone.............bitch!"""
0,"""Allan Evans......some who actually pay to see you......\n\nMore fool them if they disagree with his tax status."""
0,"""What's going on with Brown is systemic in the Right Wing Fascist Party.\xa0 They don't tell the truth and about half our citizenry are too fucking stupid to check them out.\xa0 They'll swallow whatever they spew and never question it."""
1,"""STFU you absolute dumbass ho bag. Bush playing golf and Cheney forbidding pictures being taken of US soldiers' caskets coming home was probably just great as far as you're concerned.\n\nWhen you're out watering your tree of liberty try watering your tree of intelligence, too. Maybe one day it will sprout and get you above 0 IQ."""
0,"""Your comment shows how absolutely little you know"""
1,"""Oh my god. You are dumber than a box of hair.\xa0"""
1,"""\xa0Congratulations you are a COMPLETE idiot..........now go back to smoking your ""hopium""............."""
1,"""Can you smell the desperation? They see it all slipping away. Hate doesn't sell like it used to. Sure you can encourage encephalitic headed goobers to throw acid on women and it might just happen. Sure they might feel good for a few days, high fiveing each other. But the excitement wears off and then they have to face themselves in the mirror. Howdy Piece of Shit, how are you today. Aww why the sad face? You still have 5 months until it's over. Give it your hateful best. Crosshairs worked good in Arizona. Maybe go that route."""
1,"""your mom smells like fish"""
0,"""Remember all the haters screaming to get rid of Blanton before the season??? Where are they now????\nNot so fat Joe is pitching his pudgy lil heart out...oh...and guess what...this team is starting to hit...another thing the haters like to dwell on...where are they now?? All you Chollie bashers ain't showing your butts now are you?? Whatsamatter? Seeing the faithful's faith in this team is well deserved by them?? Gotta luv the ""paper"" fans....gotta luv them....get the hell off of our bandwagon you wannabe so calle fans....."""
0,"""They do that. Even on channels with old tv shows. S01/Ep2. (1960) for example."""
0,"""I liked the Cersei arc in book 4, the rest of it was fairly forgettable."""
0,"""Justin I totally think you are right because if someone talks crap about me I don't care. But if someone started talking crap about my family or friends or someone I look up to like you I would say that's not cool. But if someone touched me I would do what they do to me put harder. Because I don't believe in fighting for no reason I do not fight but for the real reasons only."""
1,"""I'm no liberal you cocksucker, just not so stupid a fucker as to shoot a kid going for candy... You're a puzzy that is scared of shadows."""
0,"""You are\xa0absolutely\xa0right."""
0,"""Very worthwhile website page. I merely got very little to do thus I'm simply killing time searching the internet and I feel as if I've stumbled upon some really practical web site. Thank you so much"""
0,"""I know...This room is the equivalent of a hooker acting offended when you pull your penis out."""
0,"""I see you play you little insult games with other posts."""
1,"""Notheism:\xa0 Are you serious? How can you say this is ""revenge"".\xa0 The rapist was caught in the ACT.\xa0 I understand your ignorance, but for god sakes, pick up a dictionary."""
1,"""Your dumb. This is a clear case of self defense. One day you will be in a situation where your glad someone was there to protect your pu$$y ass just like Zimmerman protected his own. All evidence clearly points to an act of self defense."""
0,"""Ouch I wouldn't call her a turd jeez I mean she is not a very talented actor or a model but she isn't a turd."""
0,"""I like her.\ufeff If you get into her court and be polite and act like you got some common sense, then she's okay. But if you go into her courtroom acting like a jackass, God help you.\xa0Damn 21 with 10 kids."""
0,"""This is an example of what is wrong with America"""
0,"""its all fun and games til someone goes blind."""
0,"""You know a couple of young apes took her to abuse her.   Only hope she comes back in one piece."""
0,"""The quote above states the following\\n\\n""And her refusal to endorse a candidate (she noted on Fox News Sunday that she was \\xe2\\x80\\x9cnot convinced\\xe2\\x80\\x9d Romney was a true conservative) has only increased speculation that she\\xe2\\x80\\x99s simply biding her time until 2016.""\\n\\nAfter watching Sarah\\'s incredible speech at CPAC it seems to me that perhaps there is some truth to this assessment. \\xc2\\xa0Since 2008 she has been (and still is) THE VOICE of the working everyman / woman. \\xc2\\xa0 Maybe she is bidding her time figuring the establishment will blow this election again with a mushy middle of the road Republican. \\xc2\\xa0 If Obama wins it will FINALLY unmask the establishment as losers. \\xc2\\xa0 If Romney wins, he will Govern as a major RINO and she could primary him.\\n\\nNot sure if that is her plan or not. \\xc2\\xa0 The only downside to that is 2016 will be a much tougher GOP field. \\xc2\\xa0 I still believe her time was NOW. \\xc2\\xa0 \\xc2\\xa0If you would have told me after her Sept 3rd speech that Sarah would have sat it out and RIck Santorum (of all people) was beginning to beat Romney.. \\xc2\\xa0 I would NEVER have believed it\\n\\nI\\'m not one of these folks that believes in the ""unelectable"" meme. \\xc2\\xa0 But if there was 1 person I would have thought would have fit that bill.. it would have been Rick Santorum. \\xc2\\xa0 \\xc2\\xa0\\xc2\\xa0\\n\\nIt just goes to show, once again, what could have been with Sarah in the mix. \\xc2\\xa0 If RS can do it......\\n\\nI wish her and her family nothing but the best life has to offer, but I still believe she might have missed her best chance. \\xc2\\xa0 \\xc2\\xa0BUT, it\\'s clear from CPAC that conservative\\'s still love her, there is always hope.. \\xc2\\xa0But I so wish I could have voted for President Palin in 2012......\\n\\n"""
0,"""This is the same Obama who slandered GHW for an\xa0\nExecutive\xa0Privilege\nclaim."""
0,"""Ha, ha, ha, poznata pedercina sa juzne tribine kaze da ce popusiti Vermezu kurac kao u stara dobra vremena. Sunce ti zareno pa on svoju nastranost i izoblicenost ne skriva, nego javno trazi da mu se stavlja u usta. Fuj, kakva droljetina."""
0,"""I wonder if that'd stand up in court. ""He might have killed someone, but fuck me he can play cricket!"" He was a prick."""
1,"""Garbage-overload. Stop it, Peasemold, you're confusing yourself!\nI never heard so much old s**t in my life."""
0,"""AHA, I see 'auntyred' has finally left her kitchen sink to comment.\\n\\nStupid ones at that,\\n\\nAs usual."""
0,"""bosh is ready they just dont need him to play"""
0,"""@Blaine Jungwirth definitely thought that only deserved a 2, but hey, I takes what I gets!"""
0,"""Thunder have trash bench take away harden..what games u be watching?"""
1,"""suck a dick pussy ass nigga bitch!!!"""
0,"""I hope you two get in the same situation, enjoy your prison time, murderers."""
1,"""EVELYN WE NEW YOU WERE TRASH IN THE BEGINNING BUT AS THE SHOW GREW YOU GOT OUT OF CONTROL AND REALLY SHOWED THE WORLD WHO YOU REALLY ARE TRASH. TRASH IS WHAT YOU ARE AND YOU AND CHAD ARE DESERVING OF EACH OTHER! YOU ALL ARE FROM THE SAME FLOCK!"""
1,"""hey bete u sounds like gay.u fucking faggot.shut the fuck up u ghetto ass. idk if u are Ethiopia  or nor but thats how it works in ethiopia,"""
1,"""are you stupid? If there twins there both 21 you moron. You want to know how many minutes apart they are? Does it matter? Your just as stupid as them, are you related?"""
0,"""They are on the level of crazy 9/11 truthers and moon-landing deniers now"""
1,"""Nobody ""sube due""\xa0 your mother and she is a big lip watermelon eatin Baboon"""
1,"""Fuck Fuck Fuck you Mawe."""
1,"""Hey! CNN this is what you get when you serve as Obama's whore.\xa0 Don't you realize he is a Pimp\xa0Daddy and has NO loyalty to you?\xa0 \xa0how about just straight line reporting the news?\xa0 You guys are like sophomoric dummies doing a class project........your reports are laughable."""
1,"""please tell me you tried to spell Rondo in your username.  you seem like a dumb fella."""
1,"""Really? Police wouldn't use tear gas on a white man wanted for 3 counts of capital murder? You are such a fool."""
0,"""MrRobP: I think this conversation honestly just boils down to a matter of opinion. I like Burton's Batman's too but i felt he changed so much as well to fit his gothic style. Just like Nolan changes a lot to fit his realism edge. I dont want ultra realism for all comic books i just feel it really works for Batman. Plus i like more mature movies and the darkness in this series really makes me believe that these people can exist out there. When i saw TDK, an aspect that made it so mezmerizing and great for me was that i can truly believe that a man like Ledger's Joker is out there somewhere, idk but it made the experience of that film so visceral. But that approach wouldnt work for Spiderman or\xa0 Avengers or basicallly all other superhero movies. Nolan's Batman gives the audience something no other superhero movie can give. One that can honestly happen, and that makes it more fantastical in my opinion."""
1,"""Have you ever been though a hurricane moron? Its a lot more than just ""a little rain"". I guess when you get hit with the worst case scenario you can be on your own. Good luck"""
0,"""I know we were without Kadri and Frattin etc. but Norfolk played almost the same amount of games as us, they would be just as banged up"""
0,"""and it get's better. coming back to the page, the fucking Autoplay is ON AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
0,"""Been there, done that, got the shirt.\n\nPosting here is part of the counseling for my parole.\n\nThanks for caring though."""
0,"""mandingo just stop. now you are claiming cotto has no balls. go learn the sport."""
1,"""Would someone who regurgitates and parrots the sheep line from the tape recording really understand?"""
0,"""Because that is how they get their rocks off. Our government is run by pedophiles who sexually torture children."""
1,"""Fact:  Radical Comic Creator is written with Real Basic.\n\nYou have argued against this fact.  Please go to the project page on Github and see for yourself.  \n\nFact:  Lunduke has now consumed $2000 worth of time, has begged for additional money for hardware, and has not delivered on his promise as of yet.\n\nFact:  You think that I am an ignorant hillbilly though you frequently insert symbols into your responses and use improper numerology when describing a number.  You habitually forfeit grammar and partially form words.  In addition to that, your stream of consciousness is a collection of poorly constructed sentence fragments.  In short, your English sucks dick.\n\nFact:  You think that the Internet is the only place where you have freedom of speech?  I'm on the Internet and I'm in America and I just said whatever the fuck I wanted to. \n\nI implore you to argue these facts directly."""
0,"""you know what would be fun? If you guys talked crap back to us. more entertaining"""
1,"""you are stupid"""
0,"""I'll stick a tea bag up your azz."""
